epoch_idx,value_loss,P01:episode_rewards,advantage_norm,frames,episode_length,policy_loss,policy_entropy,fps,grad_norm,P09:episode_rewards,PMM:episode_rewards,explained_variance
1096,0.0002308290312527106,0.0,0.11368296284228563,8768000,185.31,2.5126243872364285e-05,1.3859489202499389,535,0.016548013332207328,4.0,1.42,0.3242418253421783
1097,0.00011814459774029728,0.0,0.08447858201805503,8776000,191.73,-1.0301785878255031e-05,1.386038019657135,535,0.01055350816231725,4.0,1.54,-0.66373555123806
1098,0.00021261099868638667,0.0,0.09796067032031715,8784000,187.5,5.7493910717312246e-05,1.3859915924072266,535,0.014373772665928956,3.0,1.48,-0.2705920207500458
1099,3.3266729857643896e-05,0.0,0.05279615906998515,8792000,176.12,-9.07728256424889e-05,1.3862010252475738,535,0.007090484156405685,3.0,1.22,-1.4682751911878587
1100,7.641487021032844e-05,0.0,0.08799282750114798,8800000,173.79,4.31294999725651e-05,1.3861847281455995,535,0.014653380488127152,3.0,1.16,0.5234506887197494
1101,0.00036456683276583137,0.0,0.13344130855984987,8808000,178.58,9.210608150169718e-05,1.385491008758545,535,0.018072760586374553,3.0,1.28,-6.13798011302948
1102,0.00016105573175138942,0.0,0.07972201994620264,8816000,176.94,3.3167320852953706e-05,1.3857476377487183,535,0.010056662321541995,3.0,1.26,-0.05395562291145325
1103,0.00017182678183843335,0.0,0.09165675891097635,8824000,174.53,-8.33782297831931e-05,1.385855140686035,536,0.013770831988296144,3.0,1.23,-3.2444319570064546
1104,0.00032992771541898945,0.0,0.12783816064707934,8832000,174.53,-5.42827376330024e-05,1.3853270423412323,536,0.017025403729711275,3.0,1.24,-0.0624219411611557
1105,6.454374717748123e-05,0.0,0.08066937616094946,8840000,177.91,3.642288473201916e-05,1.3857331299781799,536,0.010884177531177874,3.1000000000000085,1.31,0.3332622307538986
1106,0.00016726907650735256,0.0,0.07711056249681861,8848000,181.22,0.0004078896360078943,1.3861928129196166,536,0.012423787425371336,3.1000000000000085,1.33,-2.893406196832657
1107,0.00012528492378748978,0.0,0.07821803311351687,8856000,181.58,-0.00035851178665780026,1.3860285592079162,536,0.010679175819416142,3.0,1.3,-1.0333041119575501
1108,6.731114121095061e-05,0.0,0.08243405189365148,8864000,180.3,-9.204260892147432e-05,1.3861618387699126,536,0.01166170503789441,3.0,1.3,-1.791172078847885
1109,0.000137848040786821,0.0,0.08899274358525872,8872000,186.73,6.327636081550736e-05,1.3861281096935272,537,0.012172914758207079,4.0,1.44,-0.48261742770671845
1110,0.00044358652512755726,0.0,0.1566029966250062,8880000,197.17,-3.297842711617704e-05,1.3860307478904723,537,0.022374964304925228,4.0,1.72,-2.948608962893486
1111,0.00015023593333467035,0.0,0.08954852689057588,8888000,194.09,1.1304284962534439e-05,1.3861303317546845,537,0.011389881234279541,4.0,1.65,-4.373814126253128
1112,0.0001040968692007027,0.0,0.07783077361993491,8896000,175.81,-4.4045983740943485e-05,1.3861974358558655,537,0.010040727132714639,3.0,1.17,-4.116807829737663
1113,3.625125933865547e-05,0.0,0.06323886356316506,8904000,172.99,-7.635529647814109e-05,1.386170208454132,537,0.01001698947383984,3.0,1.07,0.06962086975574494
1114,0.0002353283806712625,0.0,0.1075255264993757,8912000,179.26,-3.321056137792766e-05,1.385899645090103,537,0.01615845704934675,3.0,1.25,0.6164004176855087
1115,0.000328051148642885,0.0,0.12928840707056224,8920000,182.68,0.00018865250949602342,1.3861137914657593,537,0.01724521089217205,4.0,1.38,-0.8374157643318176
1116,0.0001390648927190341,0.0,0.09916300008073449,8928000,184.51,-1.2722729588858782e-05,1.3861157238483428,538,0.013504239257168179,4.0,1.42,0.2584167790412903
1117,0.0004935503290022325,0.0,0.15195310540497303,8936000,196.29,0.00010528745241572324,1.385969351530075,538,0.019798033353018447,4.1000000000000085,1.75,-2.4883884525299074
1118,9.938834062864998e-05,0.0,0.08476020333357155,8944000,192.23,1.9719120200534234e-05,1.3861127519607543,538,0.011851728452653233,4.0,1.61,-0.3518222415447235
1119,6.195269993725105e-05,0.0,0.07566675203852355,8952000,181.9,8.02879132606904e-06,1.3861818516254425,538,0.011496832548458498,3.0,1.32,-0.5837757736444473
1120,0.00015753448234363533,0.0,0.09167227786034346,8960000,184.08,9.651545275119134e-05,1.3861633336544037,538,0.012779538548205283,3.0,1.39,-0.0749146145582199
1121,9.915574876117716e-05,0.0,0.08396741000935436,8968000,182.7,-3.2500309935130644e-05,1.3861844003200532,538,0.013483733723150147,3.0,1.4,0.04189911305904388
1122,0.00020696238732313078,0.0,0.09758844029158353,8976000,183.77,5.8466917835176e-07,1.386092766523361,539,0.014180433351562265,3.0,1.41,0.32850984096527097
1123,0.00017585305964928466,0.0,0.09396535899490117,8984000,179.73,-4.339001519838348e-05,1.386129891872406,539,0.012838608151360256,3.0,1.29,-0.1602485805749893
1124,0.00018201048296702992,0.0,0.08833578787744045,8992000,180.33,-7.036596107354854e-05,1.3859551382064819,539,0.01056624269600549,3.0,1.34,-1.982795295715332
1125,0.00013317508390173316,0.0,0.10389044263400138,9000000,179.44,-9.948603825250757e-05,1.385991677045822,539,0.01540972403169849,3.0,1.35,0.02013858199119568
1126,0.0001832233479046863,0.0,0.10066959515213966,9008000,174.55,2.923992864907632e-05,1.3860522675514222,539,0.013555710453846926,3.0,1.21,-2.782969591021538
1127,0.00032595789231947947,0.0,0.12746420414187015,9016000,175.68,3.5961873927590204e-05,1.3858451175689697,539,0.017446494677186203,3.1000000000000085,1.19,0.027394811511039733
1128,0.0001713631110442293,0.0,0.0925228471448645,9024000,180.54,2.8288119046919747e-05,1.3861313319206239,539,0.011769294722965255,3.0,1.32,-5.689941924214363
1129,0.00016848146162544707,0.0,0.08741919661872088,9032000,186.48,5.7810126527328976e-05,1.385901643037796,540,0.011943831552963389,4.0,1.51,-0.3734871244430542
1130,0.00023481358284414,0.0,0.11008481169119477,9040000,191.86,-3.7221255734039e-05,1.3856182277202607,540,0.014766516833008765,4.0,1.66,-0.5157785832881927
1131,0.0001029136641579953,0.0,0.08480128197930753,9048000,186.94,-0.0001459074403692284,1.386167174577713,540,0.013812963402759589,4.0,1.51,0.48952088356018064
1132,0.0003195643969965545,0.0,0.11023098754230887,9056000,185.92,7.5067183206556366e-06,1.3850765120983124,540,0.013784220998851227,4.0,1.42,-3.692810753583908
1133,0.00021145181491334598,0.0,0.10136876412201673,9064000,186.92,-2.34639948757831e-06,1.3859288334846496,540,0.013924928891680417,3.1000000000000085,1.48,-0.4028882795572281
1134,0.0002463390809417376,0.0,0.10268801279366016,9072000,177.92,-1.8016545109276194e-05,1.3860336792469026,540,0.014116105234701975,3.0,1.29,-2.449511141180992
1135,0.00015986071476291385,0.0,0.0883449931954965,9080000,175.56,-3.2554241691968855e-05,1.3860378003120422,541,0.01185022311645974,3.0,1.17,-2.1600220894813535
1136,9.00436275105676e-05,0.0,0.07943200894631446,9088000,183.25,4.536064465355594e-05,1.386031960248947,541,0.011032463547811774,3.0,1.36,0.4068122214078903
1137,0.00011070971031529097,0.0,0.07688658398576081,9096000,184.86,2.0999578055125312e-05,1.3859516441822053,541,0.010659136548274417,3.0,1.42,0.2559037512540817
1138,0.0003578945137343226,0.0,0.13930605889763684,9104000,187.63,-8.245177159551531e-06,1.3857969844341278,541,0.017597501865027183,3.0,1.53,-0.789746116399765
1139,5.467367038875182e-05,0.0,0.07197154246270657,9112000,181.91,9.694810360997507e-05,1.3860852372646333,541,0.011228540150462738,3.0,1.37,0.30677317023277284
1140,0.0002674384497936444,0.0,0.10046586875803769,9120000,173.99,-5.5485583725385365e-05,1.385999128818512,541,0.013567315267683755,3.0,1.12,-0.2548214954137802
1141,9.93151126124303e-05,0.0,0.08152616201899945,9128000,171.11,-1.8677100665627222e-05,1.3856755244731902,541,0.011250598343825781,3.0,1.11,-0.5300908356904983
1142,0.0003179576584142296,0.0,0.13486732638441026,9136000,180.66,-7.331751170568168e-05,1.3857845520973207,542,0.018591305806457868,3.1000000000000085,1.42,-1.161691472530365
1143,7.559030928774746e-05,0.0,0.08637799930758774,9144000,183.6,3.859180105791893e-07,1.3860542845726014,542,0.01144798637930959,3.0,1.48,-0.26657356083393097
1144,0.00016522027001428797,0.0,0.08882256259210408,9152000,186.64,-1.1640346929198132e-05,1.3860144054889678,542,0.01211048289306298,3.0,1.51,-2.137011021375656
1145,0.00016497418069718605,0.0,0.09623268907889723,9160000,184.15,7.294068527698983e-06,1.3858492958545685,542,0.013551726716396382,3.0,1.41,-0.035373342037200925
1146,0.0003945002077864501,0.0,0.1519467917829752,9168000,181.12,-4.199312243144959e-06,1.3855225896835328,542,0.019470038416696936,3.0,1.35,-0.6364202702045441
1147,0.00027407463871782057,0.0,0.11220451688393951,9176000,179.07,0.00011902454006531116,1.3860192620754241,542,0.01642125142480334,4.0,1.3,-0.8041755110025406
1148,0.00013547730300956574,0.0,0.09215766151901335,9184000,181.91,0.00010751262247140404,1.386126047372818,543,0.011915007000167985,4.0,1.35,-0.6771982181072235
1149,0.00014881405107018962,0.0,0.094561681561172,9192000,187.87,-5.304399869601184e-05,1.3859507548809051,543,0.01169764111013492,3.0,1.48,-1.882781366109848
1150,0.00031183013739678246,0.0,0.11395302736200393,9200000,182.86,5.62277063363581e-05,1.3861648321151734,543,0.016044528097814984,3.0,1.35,-0.3919438749551773
1151,0.0001688762894843876,0.0,0.11161073984578251,9208000,182.33,-6.140613746538292e-05,1.3861199820041656,543,0.014821085778363684,3.0,1.39,-1.127206267118454
1152,9.150690844876408e-05,0.0,0.08632585887797177,9216000,184.69,3.489814065687824e-05,1.3860641717910767,543,0.01313916824461514,3.0,1.47,-0.5695200353860855
1153,7.420621324683907e-05,0.0,0.0815261209756136,9224000,177.36,2.423887061922869e-05,1.386083904504776,543,0.011959898095478688,3.0,1.27,-1.4170937901735305
1154,0.0001761982496367409,0.0,0.11045707499608398,9232000,185.78,4.862504114953481e-05,1.386058624982834,544,0.0162051696226966,4.0,1.45,-0.7406617081165314
1155,5.2863454323528456e-05,0.0,0.060696818316355344,9240000,185.52,-6.75208677421324e-05,1.3861685442924498,544,0.008651099737541721,3.1000000000000085,1.43,-1.1270560401678085
1156,0.00020827606918601303,0.0,0.1087413784302771,9248000,180.33,-2.4639991797812398e-05,1.385772488117218,544,0.01501584308666323,3.0,1.37,0.5179202353954315
1157,0.0001118187207146093,0.0,0.08999943256378173,9256000,185.71,-2.7458705299068244e-05,1.3856253790855408,544,0.012085597772822764,4.0,1.5,-0.42063264310359955
1158,0.00019500472337853126,0.0,0.09601716086268425,9264000,189.77,7.638943534402643e-05,1.3860753977298736,544,0.01372257678957334,4.0,1.59,-19.80338444650173
1159,0.00035188485889079855,0.0,0.10600225172936917,9272000,186.99,3.647417965112254e-05,1.385997108221054,544,0.01429391364807657,4.0,1.48,-0.42023012936115267
1160,9.54018804807788e-05,0.0,0.077721378961578,9280000,177.82,8.762707402638625e-05,1.386158801317215,544,0.009720423403891116,3.0,1.25,-2.1016078144311905
1161,6.225980216072458e-05,0.0,0.07106788013130426,9288000,163.08,-0.00010248483187751844,1.3861282122135163,545,0.010809351225659888,2.0,0.93,-1.1935005390644073
1162,0.00022797892602966386,0.0,0.10270724022760987,9296000,167.9,9.301090365624986e-05,1.3858567547798157,545,0.013792043316090912,3.0,1.06,-0.12783627688884736
1163,0.00012458415350806716,0.0,0.07918797565624118,9304000,179.77,-2.062143800458216e-05,1.3860799825191499,545,0.012367210434079352,3.0,1.32,0.22436176121234894
1164,0.00016421763211752705,0.0,0.07575305859092624,9312000,174.14,1.610751245607389e-05,1.385877093076706,545,0.010440968373906779,3.0,1.2,-1.2206663119792938
1165,0.0002747132636898186,0.0,0.10466850232332944,9320000,172.29,4.1750093223527075e-05,1.3860990905761719,545,0.014165154274091969,3.0,1.16,-5.074003878235817
1166,0.00017539215157086119,0.0,0.1021628659311682,9328000,178.49,7.524716631451155e-05,1.3861572551727295,545,0.014875934260432974,4.0,1.28,-1.8113535314798355
1167,0.0007470548518801934,0.0,0.20204691022634505,9336000,178.13,-0.0002487151053719572,1.3859167981147766,545,0.02617480527608911,4.0,1.33,-1.2568314641714096
1168,0.00015507599891236622,0.0,0.08377564170397818,9344000,175.31,4.083164400071837e-05,1.3859812033176422,546,0.010526756692658058,3.0,1.27,-2.9575321352481843
1169,0.00021166950478345825,0.0,0.09026067179627717,9352000,177.81,6.492675840490846e-05,1.3860467755794526,546,0.009991318011486814,3.0,1.25,-1.4777263748645781
1170,5.273085360272489e-05,0.0,0.06991342056542635,9360000,182.63,2.3826151058585764e-05,1.3860532367229461,546,0.010713210474129558,3.0,1.36,0.13002561688423156
1171,5.2068582912738745e-05,0.0,0.0681169962696731,9368000,179.7,-7.66700625536032e-05,1.3862119686603547,546,0.010935023333321706,3.0,1.27,-0.27217271804809573
1172,9.43018274780627e-05,0.0,0.08272192477248609,9376000,173.88,0.00010997366262017749,1.3861759054660796,546,0.012516009485113895,3.0,1.15,-0.8204762452840805
1173,0.00010900763471568098,0.0,0.0904983590170741,9384000,173.38,5.85414893066627e-05,1.3859236788749696,546,0.013894436218680422,3.0,1.15,0.23190304338932038
1174,0.00020509214852921788,0.0,0.10138012846466155,9392000,182.74,-6.183247744047549e-05,1.3861285471916198,546,0.014189841212159104,3.0,1.37,0.4232446753978729
1175,0.0002029131319483213,0.0,0.11400705721229315,9400000,193.68,-2.9837138135917485e-05,1.3859594249725342,547,0.015737129724514076,4.0,1.65,0.5758878546953201
1176,8.126835758844209e-05,0.0,0.08355439426377416,9408000,196.24,5.420868401415646e-06,1.386057710647583,547,0.012094415506844007,4.0,1.72,-0.70372942507267
1177,0.00011187346363385587,0.0,0.0900731498748064,9416000,189.33,-0.00011935918005292478,1.3860287463665009,547,0.014792804856733167,4.0,1.52,-0.13907745182514192
1178,9.878491190534077e-05,0.0,0.09162260284647346,9424000,186.61,9.111157472943887e-05,1.3860024189949036,547,0.011551905363932151,4.0,1.45,-2.312240341901779
1179,0.00017525891281451323,0.0,0.09936499362811446,9432000,180.95,9.435357042093528e-05,1.3861137557029723,547,0.013187935118926984,4.0,1.34,-1.3146341401338577
1180,6.334499866227361e-05,0.0,0.07276669448241592,9440000,188.82,-4.1234950112993827e-05,1.3858709728717804,547,0.010886323640862347,4.0,1.5,-0.6570575886964798
1181,0.0001239306937600304,0.0,0.08098095427267253,9448000,184.95,-6.966601898511726e-05,1.3860563659667968,547,0.012180340560552748,4.0,1.42,0.43703253209590914
1182,0.00027782057812771656,0.0,0.11331021188758314,9456000,177.55,3.4418661161907945e-05,1.38556520819664,548,0.014301812132422896,4.0,1.29,-1.6979742312431336
1183,0.00021478629677289973,0.0,0.11165654118172824,9464000,182.36,-6.287162107128097e-05,1.3860128569602965,548,0.015473049579065288,4.0,1.43,-0.2985977244377136
1184,9.536052577061583e-05,0.0,0.07277879021596163,9472000,177.43,1.4264668664054625e-05,1.3862161874771117,548,0.010641345557305013,3.0,1.25,-1.1169596707820892
1185,0.0001898543964136934,0.0,0.09678299948107451,9480000,176.32,9.063613015996452e-05,1.3862155127525329,548,0.012800492281786173,3.0,1.22,-0.21579201102256776
1186,9.585960698530016e-05,0.0,0.08037573451176286,9488000,182.89,-0.00010003001443692483,1.3860617089271545,548,0.011276454740500383,3.0,1.38,-0.4227676630020142
1187,0.0002736403761696238,0.0,0.12150842538103461,9496000,184.34,-1.9935785894631407e-05,1.3858107137680054,548,0.018005741540775146,4.0,1.47,-0.28166731894016267
1188,0.0001718483437184659,0.0,0.10283899472095072,9504000,185.06,6.851245434518205e-05,1.3859484481811524,548,0.014222771262859157,4.0,1.51,-0.23641544342041015
1189,0.0001885331781576838,0.0,0.0944547190098092,9512000,183.86,-0.00012621356065210422,1.3860743629932404,548,0.012667297307635828,3.0,1.42,-0.18450513541698454
1190,0.0001400060049985541,0.0,0.08785452519077808,9520000,185.4,0.00010893721469983575,1.3860299837589265,549,0.011524121882300753,4.0,1.42,-0.4528604131937027
1191,0.0001708030746760869,0.0,0.10221706313081086,9528000,185.48,-8.398360922001302e-05,1.3861513006687165,549,0.015378514134788785,4.0,1.41,-0.5871451550722122
1192,7.310335373176713e-05,0.0,0.08046679643914104,9536000,188.07,-4.152706831519026e-05,1.3862195742130279,549,0.011213703344409345,4.0,1.49,-0.021731204986572265
1193,4.3368126590621614e-05,0.0,0.06473983209580184,9544000,180.72,4.57408754300559e-06,1.3862228643894197,549,0.010037394436747333,3.0,1.3,0.08278823673725128
1194,3.614136311625771e-05,0.0,0.060331472968682645,9552000,176.16,-5.80708401685115e-07,1.38615664601326,549,0.010400097003191056,3.0,1.2,0.5416716116666794
1195,0.0001384951026273029,0.0,0.10480969512835145,9560000,185.71,2.8979248709219975e-05,1.3861464285850524,549,0.015061267540916096,3.0,1.44,0.4744631457328796
1196,5.3918560819568026e-05,0.0,0.06200427282601595,9568000,181.06,4.36566492703605e-05,1.3861426174640656,549,0.009273086870496,3.0,1.33,-0.4896028745174408
1197,0.00037884849191755166,0.0,0.1461379239987582,9576000,186.58,6.83725928683998e-05,1.3857974576950074,550,0.0202280308717507,4.0,1.42,-1.9543113434314727
1198,5.9579104212161836e-05,0.0,0.0722583439387381,9584000,189.65,-1.996923612750834e-05,1.386027306318283,550,0.009962687596799703,4.0,1.48,-1.2513343238830565
1199,0.00016723265984467162,0.0,0.09455046771094203,9592000,181.97,0.00014346872521855402,1.386023429632187,550,0.011794109886422424,3.1000000000000085,1.33,-1.0118758028745651
1200,7.308506798949566e-05,0.0,0.08379407525062561,9600000,189.4,-0.00017230215427844087,1.3853002202510833,550,0.013627559695439677,4.0,1.54,-0.22423653662204743
1201,0.00045789702808406217,0.0,0.17128238655626774,9608000,193.59,-4.228242534736637e-05,1.386055907011032,550,0.022573087170030672,4.0,1.66,-8.19237649142742
1202,9.155526758945598e-05,0.0,0.08656141952611505,9616000,202.0,1.571583172335522e-05,1.386172147989273,550,0.009780794461027503,4.0,1.85,-5.798992564082146
1203,0.00010890440459064621,0.0,0.08360204056371004,9624000,192.26,5.902961805986706e-05,1.3861164593696593,550,0.011899328491625387,4.0,1.63,-3.8522920423746108
1204,0.00010660319317878475,0.0,0.08976484984159469,9632000,185.7,5.665592634613859e-06,1.3858953332901,551,0.013217336339350856,3.0,1.45,-0.03236587703227997
1205,0.00040919839896730537,0.0,0.1448372882604599,9640000,193.56,8.642345689622743e-05,1.3855572736263275,551,0.02019563860440892,4.0,1.66,-0.03424700915813446
1206,0.0003864567367028826,0.0,0.1113617818709463,9648000,196.44,3.019235415649746e-05,1.3847087514400482,551,0.012247005005065816,4.1000000000000085,1.75,-1.0844645380973816
1207,8.033289209635085e-05,0.0,0.07763971955981105,9656000,178.73,-3.550599041773239e-05,1.3859983682632446,551,0.009508528817118797,3.1000000000000085,1.34,-8.209983724951744
1208,0.00010126095237637856,0.0,0.07816698568873108,9664000,172.96,-5.8189692936139185e-06,1.3860236132144927,551,0.013450248980028438,3.0,1.17,0.3659450662136078
1209,0.00012865780672768778,0.0,0.0928227019496262,9672000,174.18,1.8344836789765395e-05,1.3859964621067047,551,0.014346559853358391,3.0,1.19,-1.0668415111303329
1210,5.124289634920842e-05,0.0,0.07103299664333462,9680000,176.89,-2.6841633225558326e-05,1.3861244738101959,551,0.009744936312783968,3.0,1.2,0.6245431470870971
1211,0.0001576748592017907,0.0,0.09983080176170915,9688000,178.92,-4.358232690719888e-05,1.3860558223724366,552,0.014327319593067354,3.0,1.27,-0.2939061659574509
1212,0.00031883784659157753,0.0,0.12701120110228659,9696000,187.22,-1.4104381916695274e-05,1.3859049892425537,552,0.017231923018202283,3.0,1.52,0.008867798447608948
1213,0.0002690909436955735,0.0,0.10888420533388853,9704000,188.74,-1.295001003654761e-05,1.3860818064212799,552,0.013810505935309145,3.1000000000000085,1.54,-66.85922443568707
1214,0.00017304592820210018,0.0,0.10662563390098512,9712000,188.81,4.028932013170561e-05,1.3861129903793334,552,0.013552472693897668,4.0,1.56,0.22569619238376618
1215,8.661672248535979e-05,0.0,0.08681104726158083,9720000,184.76,-1.5965820748533587e-05,1.3860909307003022,552,0.013053476424514937,4.0,1.45,-0.5766110706329346
1216,0.0001310071663721146,0.0,0.08774858323857188,9728000,177.18,-8.301446154291625e-05,1.3859209215641022,552,0.014331890314959517,3.0,1.23,-0.3180767101049423
1217,0.0002016400367767801,0.0,0.09818099303171039,9736000,184.11,3.1630400044377894e-05,1.3859140646457673,552,0.012605883874431158,3.1000000000000085,1.41,0.03590622365474701
1218,0.00021478123630913615,0.0,0.09699026287533342,9744000,191.54,-7.815520551957888e-05,1.3858649289608003,552,0.013226696367033585,4.0,1.58,-0.11405164778232574
1219,0.00011451997898802802,0.0,0.07210650088265538,9752000,188.92,5.1990695246786346e-05,1.3860674095153809,553,0.009337570256901321,4.0,1.55,-0.11879779517650604
1220,0.0001477671677878334,0.0,0.09629172306507826,9760000,181.99,-8.689365520694992e-05,1.3861048913002014,553,0.01325705321227883,4.0,1.37,0.35584448516368866
1221,0.00023695663680754818,0.0,0.10400272310245783,9768000,189.99,0.00015770061754778907,1.385982254743576,553,0.014278464089546172,4.0,1.59,-1.4414503490924835
1222,8.116387178176865e-05,0.0,0.08328147542197258,9776000,181.29,4.014671547338366e-05,1.3860320913791657,553,0.012332298163457475,3.1000000000000085,1.32,-0.2944161874055862
1223,0.0002129417191349603,0.0,0.09287807651795447,9784000,171.51,-4.585833114106208e-05,1.3861272621154785,553,0.013058056972682213,3.0,1.07,0.058472398519515995
1224,0.0003194958750634669,0.0,0.12324768942315131,9792000,177.2,3.6314277967903765e-05,1.3856880033016206,553,0.01722768233644581,3.0,1.27,-1.653244270682335
1225,0.00032282844207657033,0.0,0.1205416788905859,9800000,184.51,1.1866176282637753e-05,1.3860240876674652,553,0.016226067954919637,3.0,1.49,-0.583281683921814
1226,0.00022228221356044743,0.0,0.10525708114728331,9808000,182.53,-7.402850598737132e-05,1.3861256301403047,554,0.01208158415742991,3.0,1.5,-1.473559839129448
1227,0.00014632312096694023,0.0,0.09011031737551094,9816000,180.46,0.0001024347454040253,1.3862276184558868,554,0.011916203643590745,3.0,1.42,-1.474836464524269
1228,0.00016338956048969066,0.0,0.09642872755415738,9824000,174.55,-1.1721876144292764e-05,1.386208723783493,554,0.012792144584143475,3.0,1.2,0.3140454375743866
1229,0.00014681931944238614,0.0,0.08922912855166942,9832000,178.41,-4.453070110685075e-05,1.3862353408336638,554,0.012280520192412525,3.0,1.29,-0.4235602903366089
1230,3.2361443416562e-05,0.0,0.05947507966309786,9840000,179.93,-2.4737740895943718e-05,1.3862108969688416,554,0.00907677754527611,3.0,1.28,-0.5102574765682221
1231,4.5881093432740274e-05,0.0,0.06969968361780048,9848000,181.06,3.027415194083005e-05,1.3862282621860504,554,0.01184079495532021,3.0,1.31,0.5166987985372543
1232,0.00010893709558814634,0.0,0.08542186495848,9856000,178.31,-1.3611156573460903e-05,1.3862041807174683,554,0.013856800950271152,3.1000000000000085,1.24,-0.4709381538629532
1233,0.00015119259531957142,0.0,0.09561464848928153,9864000,168.34,-1.9622853615146595e-05,1.386113225221634,555,0.012896411145119817,3.0,1.05,-0.17015656530857087
1234,0.00014080472379916388,0.0,0.08708777646534145,9872000,169.31,1.6177094266822678e-05,1.3861381340026855,555,0.013972356280894573,3.0,1.08,0.15023294508457183
1235,0.00010588161462123935,0.0,0.07136801588814706,9880000,172.51,2.0664338298956862e-05,1.386106904745102,555,0.008977416791852176,3.0,1.16,-0.4076307183504105
1236,0.00032966263492795634,0.0,0.12093365605920553,9888000,174.56,-3.611269563407404e-05,1.3860897636413574,555,0.015518408792269806,3.0,1.22,-0.9179720324277878
1237,8.247365997618772e-05,0.0,0.07870734828524291,9896000,181.73,-4.092445002243039e-05,1.386176038980484,555,0.011236898357166857,3.0,1.36,-0.7451804280281067
1238,0.0001465764813733017,0.0,0.09186489939223975,9904000,183.92,4.979547196853673e-05,1.3861676847934723,555,0.012603084439888373,3.1000000000000085,1.44,-0.4943444925546646
1239,0.00014860260490308973,0.0,0.09543465308379381,9912000,177.67,-7.260213869813015e-06,1.3860810983181,555,0.013840991825338047,3.1000000000000085,1.25,-1.566948364377022
1240,0.00011651428923173057,0.0,0.07360831040889025,9920000,173.92,1.8864027442759834e-05,1.3861476027965545,555,0.009451895027734518,3.0,1.14,-0.3537030041217804
1241,0.00018960665592885562,0.0,0.09570641198195518,9928000,171.65,3.638302237959578e-05,1.3860639691352845,556,0.013913794139868357,3.0,1.11,0.021014755964279173
1242,3.017374561977704e-05,0.0,0.05304005756508559,9936000,173.92,5.028017068980262e-05,1.3861518931388854,556,0.008031285589385307,3.0,1.16,-0.7835070335865021
1243,3.8271472266728776e-05,0.0,0.06323657338507474,9944000,168.18,4.369323278297088e-08,1.3861683976650239,556,0.011760118908770894,3.0,0.98,-0.3274306362867355
1244,0.0001660993353482354,0.0,0.08510274969041348,9952000,174.9,-1.8791252368828282e-05,1.3857303166389465,556,0.011089337282923635,3.0,1.18,0.30605350792407987
1245,0.00010893649001786799,0.0,0.09085281680338085,9960000,181.23,1.3086248764011543e-05,1.3861850452423097,556,0.013973129932383073,3.0,1.37,0.5470877814292908
1246,0.00030817302705486325,0.0,0.10262599269859493,9968000,179.4,0.00010838789406989236,1.386142807006836,556,0.015378251355223149,3.0,1.33,-207.93220121979712
1247,0.0002519044851888452,0.0,0.10625401415862143,9976000,176.71,-2.9257946407597047e-05,1.3855072677135467,556,0.01460114616457035,3.0,1.25,-2.040154508948326
1248,0.00033471031755141214,0.0,0.128618899397552,9984000,178.0,-3.526450820572791e-05,1.3855317771434783,557,0.015863554623054825,3.0,1.33,-0.6245346289873123
1249,0.00011945967349191733,0.0,0.08114244955591858,9992000,181.11,6.8114975329081064e-06,1.3859722745418548,557,0.010764505183998373,3.0,1.38,0.08981796860694885
1250,0.00010754545095039702,0.0,0.07702380047179759,10000000,180.41,-4.462278579012491e-05,1.38616295337677,557,0.011689628521216845,3.0,1.31,-0.37050855815410616
1251,3.767603764700311e-05,0.0,0.060000801985152064,10008000,179.57,-5.3968550528225027e-05,1.3862379932403563,557,0.009869264933998298,3.1000000000000085,1.28,-0.1641710728406906
1252,0.0002108590973068658,0.0,0.11153987161815167,10016000,185.62,4.7742725146235896e-05,1.3858045637607574,557,0.016354538426867685,3.0,1.42,0.1279303514957428
1253,4.93222049766473e-05,0.0,0.06315088522154838,10024000,178.09,3.6247783282306045e-06,1.3860882234573364,557,0.009428675618901068,3.0,1.22,0.13347777783870696
1254,4.453011013367813e-05,0.0,0.06616377607919276,10032000,176.88,-4.954265361448051e-05,1.386176666021347,557,0.011133844967836908,3.0,1.17,0.1541628760099411
1255,0.00012766577349168528,0.0,0.08886544383130968,10040000,179.5,-3.1563994707539677e-06,1.3861412131786346,558,0.013462071899493826,4.0,1.25,-0.43568828105926516
1256,0.00023424329611657413,0.0,0.10355662374291569,10048000,180.14,4.316548387578223e-05,1.386063002347946,558,0.014431145810300215,3.0,1.28,-3.060315874218941
1257,2.8594220258071345e-05,0.0,0.052821450997143984,10056000,177.88,3.563667089110823e-05,1.3861150336265564,558,0.006938226613178824,3.0,1.22,-0.5664723426103592
1258,6.0420218180752274e-05,0.0,0.0758885714225471,10064000,186.55,-4.4362496314533925e-05,1.386197979450226,558,0.011623907757106276,3.0,1.43,0.8071951001882554
1259,3.770155277265985e-05,0.0,0.06133909911848605,10072000,182.51,6.802241208788474e-05,1.3862161755561828,558,0.01181907509541019,3.0,1.33,0.10958942472934723
1260,0.00039832120211599433,0.0,0.14450504480861126,10080000,178.75,9.231501840986311e-05,1.3858107089996339,558,0.020567489258906183,3.0,1.29,-0.5564633685350419
